hadia_zaeem;0;Why are the students always blamed for not studying? It’s not our fault that covid is spreading . It hasn’t been our fault that under lockdowns our mental health has collapsed . It’s not our fault that online education was ineffective @ImranKhanPTI #ImranKhanSaveStudents;;;;;
TanishkaShah13;0;@LiveLawIndia @anubha1812 How can't they get one thing inside their heads its not about covid protocols it's about not being prepared and our bad mental health due to two years of online learning!!!!  #modijihelpboardstudents2020;;;;;
saltwatercolour;1;Don't believe me? Ask any 12 year old student how much they felt they got out of Covid online school versus attending in-person class the following year.   (6/6);;;;;
Bali_Maha;0;The danger of a single story of online learning as socially isolating and unengaging... having their first experience of online learning during covid makes many feel this way. That's partly why I initiated the community-building resources for online  https://t.co/WfmkWdMRjM;;;;;
aliwilkin;1;Education is no good to a child who dies of covid, and really not much help when Granny caught covid from her grandchildren and died?  Move education online, do it now, stop pissing about.;;;;;
chrixdt;0;@lamikisu I had to do a lot of studying today and I’m genuinely very tired. Having online lessons for the last few days of secondary school really sucks and can’t go out due to covid:( but trying to stay positive as much as I can!;;;;;
TurbanRed;0;@carnivalist2 @Anshul__K @freddiesayers @johnmcdonnellMP @unitetheunion Schools need to be open, no question.  Since many uni students are being ripped off with distance learning anyway, IMO there's little reason to have them in halls. There are serious health risks: not from Covid-19 but from isolation + stress!;;;;;
MissOliviaJK;0;@MsAnnaGonzalez In what ways has COVID 19 and distance learning highlighted technological inequality in your classroom and what tools/policy changes do you need for the upcoming school year to counteract them? #kolb444;;;;;
stuartjsmithfi1;0;@misterlohan I'm in school but my university's super strict about covid and has been online for the last 2 years. it's depressing and boring at the same time lol. Ya feel?;;;;;
Zoomk12;1;@GwinnettSchools you should closed back the schools. Face to face school is very risky for Covid infections. Hallways are lined with students. Social Distance is avoided. Learning face to face is no difference from digital learning. We learn the same thing at the same pace.;;;;;
RockWOC;0;"@adzo72 Awwwww mother-daughter bonding plans! Awesome! ❤️ Cool she gets to ""go away"" to school this yr. Online simply sucks. My daughter stayed on a dull but safe Covid-restricted campus last yr. This yr, mandatory vaccinations so looser restrictions. I think she'll have more fun. 🙏🏿";;;;;
HopkinsKids;0;COVID-19 forced thousands of schools to transition to online learning, including for students with cancer and other chronic health needs, and those with special education needs. These students face significant challenges and barriers to learning online.  https://t.co/LovGk7wpLy;;;;;
RyanFNM_;2;@Zubhaque @Junipertwo @IndependentSage @GMB I am in college now (GCSE’s got cancelled) and 2 weeks before the Christmas holidays we got told to remote learn as someone in the department tested positive for covid. The only part of education that should be open is for the really young kids who need to be looked after.;;;;;
WorldOfMythos;1;1) Switching to online modes of education during the COVID-19 pandemic has made investment in digital literacy urgent and inevitable, writes Nahla Nainar 🌐🎓 @the_hindu    httpst.coTgOjcZYbbW;;;;;
nihiIust;1;@tubirfess as much as i enjoy online learning i'm not gonna wish for another wave of covid case cause that'sbrainless wish behaviour, also @ sender yang ada di pict: as decent human being you should have known that;;;;;
catlautenschlag;1;If you asked my high school self if I would prefer remote learning or being in a classroom, regardless of COVID, I would have opted for remote.  Would that have been healthy for me?  No.;;;;;
AlbertaMom2;0;@tweetsmaggie @yanyu247 why we chose online last year more consistent. It was a disaster for youngest. He became severely depressed. Missed his teachers, classmates. He thrives on this connection.He has Tourettes ucp cut his funding with all the chaos covid brings school said could not accommodate him.;;;;;
itsjust_firah;2;This online class stuff isn’t bad but honestly I should’ve invested into this along time ago! But I do prefer face to face classes better. this COVID-19 gotta go now!!!!!;;;;;
Cerberu44846233;1;@KrissiNixon Gov Ron Duhsantis is killing COVID central Florida. Orange Co. sued not to school the children In Person. We're glad someone around here has seen sense. Distance learning works very well given the Risks.  😷😷😷;;;;;
stickquotebot;1;Sero: Hey! At least, uhh, you're away from COVID and all that. *relating to how online school can reduce likeliness of covid spread*;;;;;
uogACP;1;Having to put some of the ACP MSc course @uniofglos online during COVID has made us think that some of the modules may be better for clinicians as distance learning. Please tell us your views.    As an MSC ACP student which learning method would you prefer?;;;;;
SierraDeciduous;1;@Shadowlight05 @natprance @raptorgirlSK @_MarkSutcliffe I was referring to the ones on individuals, not businesses. Mask, social distance, get vaccinated if you work in congregant settings. School closure was not a failure in mitigating COVID. The failure was in not mitigating other inevitable impacts on fams that that would have.;;;;;
eAssess;2;"Thank you @dvp1967 for your thought provoking presentation including the impact of  Covid-19 on e-Assessment and opportunities going forward ""Online teaching, learning and assessment has never been more important or relevant."" #eAssess20  https://t.co/IWVas042sa";;;;;
LeOllie2;0;@daniell70695390 @lgourley7 @Richardmassey82 @MichaelRosenYes Infant school children struggle to social distance, however the alternative of no school risks the wellbeing and education of thousands of children. There's a risk teachers will catch Covid but the long term negative effect on children's wellbeing is more likely if schools close.;;;;;
DonnaCa53083235;0;@FedFlyer @fact_covid That's your school. Our primary and secondary combined had 4 cases in the whole Sep-Christmas period. Unsupervised online learning for primary age children is no replacement for f2f teaching;;;;;
gyrfalc63587709;2;@LongCovidFam @TracieEdward @tylerblack32 I was referring to a child's stress response to a spike in Covid infections. This will happen ANYWHERE that a child is, where bad things are happening or adults are stressed.  I wasn't talking about the impact of school closures, remote learning and masks.;;;;;
Nate13973643;0;@SamSantala yea man I was taking drawing classes before covid, Im no pro but its an entirely different vibe in person. Drawing with online classes sucks. Same with learning language.;;;;;
RAGONOX;1;OPEN THREAD, PLEASE SHARE!!!! ⚠️  Turkey's Ministry of Public Education decided to make all exams for middle and high school students face-to-face. This is incredibly dangerous for students' health, plus we can be carriers of covid to our elder family members. 1/2;;;;;
deadboyteo;1;@cantrrelate i opted out of grad events at my high school (stopped going in 2020 cuz of covid, chose not to go back for grade 11 and 12 because i work well online and it's safer) and it's probably the biggest example of that feeling ive ever had;;;;;
rosieya723;1;As awful as Covid-19 is on each person’s individual circumstances in life, I am quite thankful we at least have the technology now to continue most businesses/learning/work placements online from the safety of our homes. It’s not perfect, but surely it is progress.;;;;;
SriDeepikasri;1;Learning in time of COVID-19: Online education just got bigger, here's how Amazon Web Services is making it better - The Financial Express   https://t.co/FPNXjjXqjr   #AMAZONACADEMY #edTech;;;;;
MulgrewRoisin;1;Remote content delivery to isolated students v social and humanised learning and research valued as a public good - food for thought about university responses to Covid-19;;;;;
nwi;2;Verify information with venues as hours may change and class sizes may be limited due to COVID-19, advance registration or online scheduling may be necessary, and some opportunities may be limited to members only.  https://t.co/87wNmr1Jho;;;;;
krochetnkat;2;Our schools were just closed for 3 weeks due to Covid-19.  They are calling it an extended Spring Break on orders of Governor DeWine.  If anyone knows of a good educational program online to suggest to me for my son, I'd prefer his education not end due to his learning issues.;;;;;
timzimbardo;1;@nick_coatsworth Given the covid situation today, that’s an unrealistic and dangerous starting point. If that had to be the starting point, then restrictions should never have been eased on nightclubs, pubs, large gatherings etc. As it stands, I will resist any insistence on face to face learning;;;;;
schadgibson;0;NH's second largest school district has stayed mostly remote, citing staffing shortages and public health risks. Many parents fear their kids won't be back in a classroom until 2021. As COVID Cases Rise, Tense Debates In Nashua Over School Reopening  https://t.co/BLHnHVFuDg;;;;;
slicedbrand;1;As a result of COVID-19, many AI innovations have been introduced, from remote learning to contact-tracing apps. @BBCNews shares how AI will transform our future and the risks associated:  https://t.co/GzCKB8j3ae #COVID19 #pandemic #AI #privacy;;;;;
Anshubatra17;0;@tanya_aggarwal1 @DrLahariya @DDMA_Delhi @LtGovDelhi @msisodia @ArvindKejriwal @AAPDelhi @SatyendarJain Waves r inevitable n covid isnt vanishing one day magically! We hv 2 yrs worth data supporting schools to remain open for offline education! Dont mess with kids n their lives n dont hold the whole city hostage coz of fear of few! Online is not school;;;;;
Melissa55797508;1;Western schools have a staggering number of Covid cases. @NLESDCA should be providing online learning for these kids! It simply isn't fair. It isn't out of reach! @NLTeachersAssoc  Do better;;;;;
Renae131;0;@luckylindy31 @ZacBissonnette @kurteichenwald Kids are virus incubators. Cold, flu, and stomach viruses typically run quickly through classrooms. Covid is very contagious. It will do the same. And we don’t have a way to prevent it. Teachers know that distance learning has serious issues. But safety has to be there.;;;;;
AManoukas;2;COVID has been difficult on all of us - 6 ways to teach kindergarten kids to deal with stress during COVID-19, whether learning online or at school  https://t.co/JArCSN1nv6 via @ConversationCA;;;;;
WorldHealthAle1;2;@eveningstandard Firebreaks help, as Wales found. But short shock not enough to knock virulent virus like Covid off its trajectory. Put secondary schools on remote education till June 21 needed: creates routine,keeps schools open. Remote saves lives.Learning in person risks lives;;;;;
Shivaniabc2016;1;@ArvindKejriwal Good evening sir, I am a mother of 5 yr kid, Actually as COVID cases are increasing ,it is very risky for junior kids to go to school as they are not vaccinated at all.....please for Lkg - Vth class students change the mode to online class.. Thanks and regards..;;;;;
Roxy_shade;1;@PhilMurphyNJ Covid levels are rising. In a school near me, all of 4th grade was taken out due to exposure of ONE teacher. It’s getting risky and you need to shut our schools down an go remote. #Fullremote #Safety #Covid_19;;;;;
SAT7UK;1;As the school year starts, power cuts make remote learning unreliable and COVID spread makes face-to-face risky. It's one of a plethora of challenges in crisis-hit Lebanon #Education #LebanonCrisis  https://t.co/F9uoZCIhpu;;;;;
lmcg1978;1;@LaCatholicState @fact_covid Wife a teacher and have an 11 year old daughter. I voted close. From what i have seen, kids have dealt with this whole pandemic better than adults. My daughter has done very well so far adapting to new school (comp) and remote learning - quite alot!;;;;;
Stippleeffect;1;@mrkempnz talking a lot of sense at @AppsEvents1 Online Summer Summit.  Hybrid learning will become the new norm.  Closing the digital divide between children, families and schools is the key to success.  COVID-19 is an education game changer! #edtech #edtechchat;;;;;
mezkah2;1;Covid is hitting schools hard and yet they don't cancel school to do remote learning how stupid are you people what happened to stop the spread kids have been sharing vapors, kissing, sharing lip glosses and a lot of other things makes me sick our kids are not safe;;;;;
Spicy_Heathen;2;@CrankyBelle @JimAndHarold Nope. There have been costs for many people due to covid, lockdowns, remote learning/work, etc. Many of those retired/disabled people are having to pay for food delivery due to being high risk. Families have had to invest in computers and upgraded wifi to support school/work.;;;;;
QuestFanning;1;The CDC’s Guidelines for Back-to-School Under COVID Sound Traumatizing | Kerry McDonald  Parents may prefer to continue homeschooling and distance learning.    https://t.co/pgaCoDmuVH via @feeonline;;;;;
shadowfax042;2;@peskyVinot Season seven was so good I watch like 13 different hermits I had time because it was still that part of covid where no one was really participating in school so every Remote Wednesday I watched Hermitcraft all day;;;;;
minn_manatchaya;0;Result of how my university handled its students' mental health during covid:  - At least 8 lives lost (suicide from mental illness)  - Around 30 students about to get 'retired' from online learning;;;;;
Benji5437;0;@MNwokeji @Lioneljean8 @GMB @Zubhaque It's wrong because the damage to their mental health and development is not justifiable to the small risk from Covid. Some particularly the underprivileged don't have access to a laptop or the internet so can't learn online.  Is it fair for them to miss out on their education?;;;;;
Child_360;2;There are a lot of new practices expected of early learning providers while we live with COVID-19, care for children, and keep everyone safe. To better serve you, Child360 is offering FREE online trainings through Child360 Learning.  https://t.co/k6nDxBncsl  https://t.co/cL577dMuHW;;;;;
ironstonepd;0;@FlyBehaviour My kids got Covid. No doubt their own experience with online school is worse. Half their classes also had Covid. Every kid prefered Covid to online school.  It's not even a choice since it's so infectious Covid is inevitable. Get vaxxed.;;;;;
Laprigo03;0;firstly covid cases have drastically increased and secondly online school was so horrible and NOW they expect us to write boards THATS CLOWN SH** #cancelboardexam2021;;;;;
arietotootwo;0;@Cmonmack1 @nhannahjones This is not March 2020. We have an effective vaccine and a much better understanding of COVID and its risks. In person school is not risky to kids and vaxxed teachers. Remote learning, on the other hand, has been a disaster especially for poor/minority kids.;;;;;
CTLHolyroodSci;2;@WRBdB @NEUnion I’d go further, until the pandemic is over have students in school for two week blocks followed by a week of online learning then a week holiday with no longer breaks. That way you get a two week COVID firebreak each month.;;;;;
WrayAJ;2;An education minister that after 9mo still hasn't figured out a workable plan for online learning or maintaining in-person school with a proper test-trace-isolate procedure. There are 24 schools completely closed from COVID, and over 100 with active cases   https://t.co/Napi6Po0cI;;;;;
JamalSpencerTV;0;Zeeland East football head coach Derek Pennington has expressed disappointment for his kids. The Chix will have to forfeit their playoff game this week due to covid concerns as the school district is switching to remote learning @13OYSL @wzzm13;;;;;
beansandfluff;1;The choice is between schools open, with skyrocketing COVID cases, ambulances queuing outside hospitals, and students and staff having to self-isolate on and off with no warning (because testing isn't ready yet) or online learning. Not between normal school and online learning.;;;;;
LDiB310;0;The weight Covid-19 and remote learning has put on my mental health and education is horrible. All I have to do is write an intro for my paper, just an intro, and the motivation to do it is nowhere to be found. I’m only taking 2 classes this semester. I used to take 4-5,easy! Wtf;;;;;
HillStarry;0;@QuirkyECEtchr @MMoon62 @DrEricDing @educationweek That's why we did remote learning during surges. I know. It sucks. My niece is an elementary school teacher. I've worked day care. But how is repeat Covid, Long Covid and possible long term damage to organs and immune systems of kids and teachers better? All options bad. Covid sucks.;;;;;
DGaskarth12;0;@BarbLarochelle My kids (9 and 11)  asked all week why they weren't doing online with mass breakouts of covid.  They are both positive now and the anxiety, fear, and disappointment of catching covid is far more taxing in their mental health than online school ever was.;;;;;
SamaraKlar;0;@AdamBerinsky oh, i have no doubt. i just see the risk of covid transmission among high schoolers to be potentially more worrying, unlike among young kids where it seems to be nowhere near the risks of remote learning.;;;;;
StudentYouth2;1;COVID Sir there are number of cases daily and there is highly dangerous for students to attend classes offline in school,colleges and universities there is case in evercollege in each department so it's a request from students to please release order for online classes @hello_anshul;;;;;
michaeldsilva69;1;@KHDA The covid 19 has surged drastically and it is dangerous for students to have on campus school. I am really afraid and will not be willing to send my ward to school. It should be 100% distance learning till end of this month for the safety of the students.;;;;;
CapilanoCourier;0;The shift to online learning due to the COVID-19 pandemic has led more and more Canadian universities to consider using proctoring software to flag cheating. In “Do Students Dream of Electric Creeps”, Sarah Rose explores the dangers proctoring software poses to education.;;;;;
AssocWineEd;2;Claire’s research demonstrated there is room for online education as well as face to face.;;;;;
DisGuy905;0;@fordnation Thank you for doing what you can to keep schools open, as a student I cannot stand online school in the slightest. It’s hard and it’s depressing. People don’t get COVID at school, they get it outside it.;;;;;
Mentor4Moms;1;@GovMikeDeWine Our largest school district (CCS) says it's too dangerous to meet face-to-face but you're increasing child care enrollment? Covid is Surging in Ohio. Child Care Staff are real not robots! Just because these people aren't your family doesn't make them less special or less loved!;;;;;
bobodtech;2;The challenges of distance learning haven't gone away, but schools have some new tools to help them for the fall notes @caro_milanesi in her latest @Forbes: Going Back To School Has A Brand New Meaning During Covid-19 via @forbes  https://t.co/MOpkatNrBj;;;;;
dsoq;0;@kdurquiza @MarkedByCovid Very sad. So clear: Relying only on vaccines + anti-virals means endless COVID death+disability. To #StopTheSpread requires not only good masks+tests but also  *filter air/ventilate *help to isolate *remote work+school options *public educ. on #LongCovid risks etc. #UseEveryTool;;;;;
VishOnAMish;0;FYI I'm going to bed right now and this has everything to do with a12 week term with Covid Lockdown and trying to rapidly provide an online learning environment and then maintaining guidelines at level 2 alongside reports, assessment and this thing I like to call teaching;;;;;
Mr_Staleman;1;@ronrodgers Covid isn't even controlled yet and they want to see students and faculty operating at full capacity despite the risks. I take umbrage with the idea that online learning is inherently inferior to offline learning for those students restricted to that mode of instruction.;;;;;
BeanRoberts;0;@Tom_Middlehurst This has been my concern with a child due to take GCSEs this summer. She is in a break out room due to visual issues from online learning but also suffered with anxiety about exams due to covid lost learning. She was quite ill with covid last October and wouldn’t have 1/2;;;;;
eliza_sunleaf;1;@JackGilligan6 Only 783?! So you don’t care at all about those who have died? Do you realize how dangerous face to face is?  Baseball got cancled from a case of Covid so I can’t imagine how a school of 2,000 kids, not including teachers, is going to be safe.;;;;;
v0idx_;0;covid fucked my year. online teaching was and continues to be deployed in unproductive and ineffective ways, ruining the education of those subjected to it. going back to closed book exams with a reduced knowledge base is going to be hell for my year;;;;;
JdeViller13;0;Online learning was necessary during the Covid pandemic, but overall was a very negative experience for teachers. I wonder how, in hindsight, it could have been better handled?  #IDTiPS   https://t.co/gFDLb3OwWc;;;;;
juliatanner;0;@lockdownsceptic @berniespofforth The teachers I know have been much busier than usual this year, getting all their teaching material available online, marking as usual and Zoom calls. Not a free ride at all. Those back in school now are facing Covid risks as many schools just aren't able to make them safe places.;;;;;
GETAMRITKUMAR;2; https://t.co/AvOnli5Fpx Learn online today by staying home and keep learning. learning should never stop even in this lockdown of covid 19. #StaySafeStayHealthy #Udemy;;;;;
_AnsumanRath;2;#LockDownLife Classes were held online through Hangout Meet, daily exercises and  worksheets uploaded on a portal in pdf form. Many schools have adapted this model. Don't know this is good or bad, but the future of school education in #COVID era is convergence of technology. 2/3;;;;;
samSaunders4;1;@seanquinn37 @fact_covid @UKCovid19Stats No we want her remote learning at home where she is safe. School is not safe. Only the people that work in a school know what it is like.;;;;;
preethappr77;1;@narendramodi  @BSBommai @nalinkateel @DrRPNishank  Sir covid 3rd wave is on it's way.And   Karnataka Govt has decided to open schools for std 9 to 12. Is it necessary now, that too without the students  taking 2 doses of vaccination. Online school should be continued as before;;;;;
Muhamma91027679;1;@Shafqat_Mahmood @DrMuradPTI @DrMuradPTI sir plz clear the govt policy about the students of primary classes that are they going to school from 15th sept or there is no face to face schooling for primary students this year. Coz it will be risky for them(COVID precautions);;;;;
macchica26;0;@nhannahjones @Marcia_Sinclair What makes me really mad is that here in MN schools are going back to full distance learning, but parents are forcing school boards to keep sports and extracurricular activities going despite COVID risks! 🤬;;;;;
anvith_kateel;1;I condemn The Decision of GOK Conducting Offline class in spike of covid19.  It really Shows that they are playing in life of Students.  Students are mentally Depressed looking after the spike rise in covid so conducting online class is a better solution.  @BSBommai @TOIBengaluru;;;;;
reorubyj;0;The hardest thing about online learning is you don't actually have real friends. Srsly fuck covid. 2 years online learning?? And I didn't even enter my campus uni yet 😭 sucks for me i spent year 1 and 2 online 😕 also mental health?? Haih;;;;;
AngryMamaBearNY;0;Flu is more dangerous than Covid for school aged children. Do you call for remote learning every flu season in NYC?;;;;;
WorldHealthAle1;2;@LBCNews Children are the future. In person learning risks lives. They will not forget the damage to their health and well-being. Put secondary schools on remote during covid. Halt destruction to a whole generation. Stop pressurising them. Add a Year 14. Let them have fun now.2/2;;;;;
cam94509;1;"Seattle Public Schools should go remote now. Operations are significantly hampered and safety risks continue to pile up. It isn't just covid: Students winding up unsupervised is incredibly dangerous, and saying ""this school hasn't had this problem YET"" is asking for trouble.";;;;;
di_sherman;0;@1CeliaGreen @watinthe_ @RageSheen @luellabentley15 So I suppose you think online learning (again) is the answer. How about we consider, for a change, the mental health of kids who need to be back at school both socially and emotionally. The vast majority getting covid are getting it very mildly.;;;;;
NestFoundation;0;Risks and vulnerabilities have increased for students in unsafe home environments as they spend more time online due to COVID. At the same time, reports of child abuse have sharply declined as teachers and other school-based mandatory reporters are no longer able to identify risk.  https://t.co/tP82xVqhi9;;;;;
ShanazSaddique;0;#Zong4G_Blackout_inAJK  We demand better service fir the people of AJK. We need our children to benefit from learning online during COVID-19  @TeamKashmirOff1  @ShanazSaddique  https://t.co/gWtvudexRT;;;;;
FromChicagoland;2;@AndrewUjifusa @PoliticsK12 @educationweek In many cases, and certainly in my K-8 district, a majority of the families of color want to stick with remote learning.  We’re focused on immediate risk of Covid and ignoring long-term risks of no in-person school.   Children are suffering.   There will be issues in the future.;;;;;
SapphireChele;0;Day 1 back to school. 16 came home feeling like it’s inevitable for her to catch Covid soon. Kids in HS not masking and not enough teachers to enforce it. She said final exams have been cancelled, and replaced with another exam. There was also talk of school moving online. #abed;;;;;
EmmaWatson_33;2;Today, after three years, since #Covid_19 I went to school in Presence(not Online classes) and it was a strange and new feeling for me.🙃 How many of you are going to school and how many of you have online classes? #EmmaWatson  https://t.co/h0vSWCkWDp;;;;;
LiliLuvh;1;"@kailanidarling Fr! They need to close school and university's. It's risky :"") in my opinion if we all take precautions and for 1 whole year sacrifice to stay in home and do stuff online then COVID can fully go. People are again not taking this seriously.";;;;;
ElaineBelcher4;0;@CAATfaculty Students have been through enough with covid  online learning. Now you want to vote to strike  stop their learning altogether? When do we take into account students mental health how much more they can take. I support educators %100, but I don’t feel this is fair to students;;;;;
TiwariMunal18;0;Dear Education ministery and related authority Only around 5% people have AC facility in India and lac of students like me face problem of heat wave and other summer  https://t.co/GwpACZCZyy demand is to conduct the exam online or cancel due COVID and and problem mention above.;;;;;
AcademicApprch;2;In response to growing concerns about the spread of COVID-19, we're offering distance-learning options for any of our families who would prefer that option to in-person tutoring sessions. If you need us, we are here to help in any way. #Chicago #NewYorkCity #Boston  https://t.co/dSxFgQU3M2;;;;;
venkytalks;1;@ArvindKejriwal @msisodia Please don't open 10th and 12th class school, online class is good enough. *2 Lakh* Parents say: No Schools until Zero Covid Case in the State or until Vaccines are out. - Sign the Petition!  https://t.co/Gm4kCnHMud via @ChangeOrg_India;;;;;
ProzacKat;1;@jennscharf @SeatoSkySD48 EBus is from district 91, they take kids from all over BC... I had my son in this last year, and I put my other two in for next year. I could not ask for a better school especially during covid. No break down in learning as it’s all online;;;;;
NWAllenSchoolFW;0;As announced during the Governor’s daily COVID media briefing, all Indiana schools will remain closed and conclude 2019-2020 via remote learning activities. We will move past our disappointment and do our best to create a positive end of the school year.    https://t.co/H5k34vYVRA;;;;;
EdmJbg;1;@PerpetualWinger The Government should be investing in online public schools. #Covid  Children can be face to face with teachers via screens.   They DON'T need to be in UNSAFE Covid infected classrooms during a pandemic! #StopTheSpread  Let kids socialise outside of school for mental health!  https://t.co/vcvflAJ6ew;;;;;
mottaz_a;2;@kurteichenwald No school until Covid-19 is controlled.  Teachers are not immune neither are their family!!!! Distance learning will suffice until we level the curve. Everyone needs to wear  masks and avoid crowds!!!!;;;;;
dailygallows;0;@calphonso Instructions while she wears a mask. He’s forced to learn at home, away from the other kids. Most studies show severe learning loss for online learning. I doubt this was good for the child socially either;;;;;
OtterdijkRenee;1;@McVeighTerri @sarikaanisha @AderonkeAdesiy2 The program was forced by Covid as the pilot started 2 months before lock down. We found online education worked so good that it was kept that way. Bonus: no travel time for students. #iheedmed;;;;;
ellieteacher;0;@VEverettmfl My kids school seem to have switched to online forever. I dislike it. They have 'book share' for parents the day before but it's during school day so working parents don't get to see their child's books before parents eve. Before covid We used to look at books before the apt.;;;;;
sock_stocks;2;At risk. Educations sysmtems across the county have been expanding their online learning slowly over the past few years. However, with Covid-19 the educational institutions from universities to elementary schools will have to quickly change in order to provide their students;;;;;
dyspepsia;0;"@roshfrosh @ModMomLife @steph32amy @GovHerbert I have kids. They are in ""remote learning"" and it's a joke. I'd definitely send them if I could. They are more likely to die from the ill effects of isolation than of covid. Are you unaware that all choices carry risks?";;;;;
Aurora_Inst;0;"For many students, the Covid-19-driven online learning experiment has so far fallen flat, with seven out of ten rating their online courses as worse than the in-person classes in which they were initially enrolled, writes @Pulsipher_WGU  via @Forbes ""  https://t.co/qgIigurmlc";;;;;
ORFMumbai;0;In Uzbekistan, impact of #COVID19 was felt even more during the pandemic with the Uzbek society not prepared to face the challenges of COVID-19, especially remote working and distance learning, writes Amalia Ergasheva:  https://t.co/YXdkbAC3OB;;;;;
titacookie1974;0;My HCW sister risks her life every day for COVID patients. I won't see her or my fam at all this year and maybe next. My kids cry bc online school SUCKS. I haven't hugged my friends since March. Some of them are unemployed now and can't make rent. But I get it; wearing a mask is HARD;;;;
caileyhall;2;Imagine instead a world where that money [spent on plexiglass shields, COVID tests, hand sanitizer, etc] went to providing students with sufficient computing power, broadband access, even food and shelter, so they could make the best of online learning.;;;;;
vijaythehindu;1;Sending 10-12 Std students to school is risky, they are unvaccinated and vulnerable population #TamilNadu should have online classes for those who want to stay home. Social distancing #Covid_19 appropriate behaviour can’t be ensured in schools @CMOTamilnadu @mkstalin @Anbil_Mahesh;;;;;
monstaytrash;0;looking at them i miss my friends ✋🏻😭 my life is turning dull ever since covid-19 and we need to start online learning. missing the weekend at college with my friends :c;;;;;
laetitiaellen;1;Having a hard time with the idea that everyone needs to make their own risk assessment when there is no option for online learning for kids. Just go to school and accept that your whole family may get COVID or long COVID. Education or health?;;;;;
CudmoreKaren;1;@twistedteaspoon @fact_covid @SteveBakerHW This could cause further mutation and overwhelm the nhs. School would be online. Total madness to contemplate opening with highest ever infection rate;;;;;
TechRowNYC;1;Remote learning has shown how technology can be incorporated into education, but EdTech gives teachers the benefits of technology with the face-to-face learning offered by a classroom setting.  Levelling up the pandemic learning gaps with EdTech  https://t.co/EO4VkltiWb  https://t.co/Y9t4WSlTij;;;;;
dollymonsta01;0;@9NewsSyd My child’s school isn’t allowing students to return on 16th for face to face classes but bringing them in from wed 18th for trial exams- madness!!!!!!   Either it’s safe to return or it’s NOT.;;;;;
debbiedebbie9;1;@GavinWilliamson @NickGibbUK time to act and keep our schools safe, no education setting is COVID secure! The only reason numbers dropped previously was because the majority of children were not in schools. We are set up for remote learning, now let us do it.;;;;;
joshuahmel;0;Our school board has been one big disappointment during this crisis. We live in earthquake country, but, apparently, there was no plan for distance learning. Even after a year, there’s no plan for full-time in-person learning with COVID.;;;;;
cwnxiasini;2;@mysluca if u get good results online and don't get the same results face to face. then u are used to the system and maybe when offline school starts again we will be surprised after a few years of not following it, so it's only natural that the results are different and we have to adapt again;;;;;
ineewspress;1;The fear of returning to school is impacting the lives of Portuguese families due to possible contagion by covid-19, as revealed by a study by Fixando, in which 43.1% observe that children and young people are insecure with face-to-face classes, and 42.;;;;;
kingheckler1225;0;@teachingaria @penny_berman @ericadamsfornyc Keep the schools open. Remote learning isn’t the answer. The flu is most dangerous than COVID. Y’all vaccinated nothing to worry about. Teacher sound like big babies;;;;;
MariaRithu;2;I wonder what would have happened to the education system if Covid'19 happened 20 years ago without online classes!👀;;;;;
CarolynCowie;0;@fact_covid Primary schools should remain open, education is a basic human right and remote learning doesn’t work for young children.;;;;;
kukinobuu;1;@ameariosu YEAAAA like u can't rlly do this as easily face to face but when it's online school it's rlly easy to do both at the same time;;;;;
snakekitty;0;@DrOz was a quack b4 he offered death to 2% of the pop cause he doesn’t know about online school. The disappointment is @DrPhil,who was helpful with his tv shows on covid b4 he compared a preventable contagious virus w/accidentsandhealth choices.From an aid to a tool in a flash!🙄;;;;;
pujaas099;0;@AAPDelhi @msisodia @Dir_Education @psw_association @Minister_Edu @ArvindKejriwal Parents are raising their voice for online classes due to ExtremeHeat and rising Covid conditions in Delhi.Kids r facing so much problem in studies those who are not able to attend school due to COVID;;;;;
teachingaeons;1;What are unions doing? The teaching space - our workplace is unsafe, with children attending whose familes have Covid. The learning space for students is unsafe, unvaccinated children face to face with Covid contacts. WHAT ARE UNION LEADERS DOING TO CHALLENGE THIS ROBUSTLY?;;;;;
inahazmada;0;Nonsense. Teachers to prepare both online and face to face? Madness.  No heart for education. Both kids and teachers stressed. WE ARE NOT MACHINES.  This is a more dark than bright future of education.;;;;;
RaulSeakowski;0;@gregbradyTO Purely from a personal perspective the psychological impacts of covid were far worse on my family than the disease itself. We all recovered no problem, 1 of my kids fell behind in online school, both are now in counseling and my wife was unemployed for months. Keep up this work!;;;;;
EdmJbg;1;The Government should be investing in online public schools. #Covid  Children can be face to face with teachers via screens.   They DON'T need to be in UNSAFE Covid infected classrooms during a pandemic! #StopTheSpread  Let kids socialise outside of school for mental health!  https://t.co/XYZNen3tD2;;;;;
its_ela10;0;@nmjnsbabygirl That's true, I get that yeah. I finished school the year covid started so we didn't really have many online classes, but yea sounds very boring 😕;;;;;
vivandviews;2;@twistedteaspoon @fact_covid @SteveBakerHW Working in a Secondary School, I  know exactly how very hard the teaching staff have worked throughout this crisis, Not only doing online lessons, but in class too. Working in different bubbles with different year groups, with little in the way of PPE.;;;;;
natalalleycat;1;Blended learning models provide a good blueprint for how courts might combine independent online engagement with face-to-face service. @ChristensenInst #COVID #courts;;;;;
dazed1_;0;@chef_skip @TorontoStar @Stefen01375117 @Sflecce @fordnation I’m in school and I’m enjoying it. No one is saying COVID isn’t airborne… online schooling is horrible, and really took away a lot from me and my friends.;;;;;
